X,Y,OBJECTID,BEST_LOCATION,SPRING_KEY,RESOURCE_,SURFACE_WATER_MEASURE,SPRING_NAME,STATION_NAME,STATION_ALIAS,STATION_ID,DATA_SOURCE,STATION_COMMENTS,TIDAL,FGS_MAGNITUDE,SPRING_CLUSTER,DMS_LAT,DMS_LON,ALBERS_X,ALBERS_Y,DATUM_ALBERS,LOCATION_METHOD,OFS_NAME
-82.6408340085741,29.8279401896554,315,YES,6,SPRING_VENT,YES,ALA930971 (ALACHUA),ALA930971 (ALACHUA), ,DEP FGS-1,DEP FGS,"Spring     Discharge estimated by D. Hornsby, SRWMD", ,2, ,29 49 40.59404,82 38 27.00683,531166.113732,647503.238223,WGS84,DGPS,
-82.6308543865428,29.8446597669071,316,YES,8,SPRING_VENT,YES,ALA930972 (ALACHUA),ALA930972 (ALACHUA), ,DEP FGS-2,DEP FGS,Spring, ,2, ,29 50 40.78446,82 37 51.08023,532108.548071,649369.921928,WGS84,DGPS,
-82.444046640325,28.016276888388,317,YES,4175,SPRING_GENERAL,YES,ALAN WRIGHT PARK SPRING,ALAN WRIGHT PARK SPRING, , ,SWFWMD - DEWITT, , ,Unknown, ,28 00 58.597,82 26 38.568,552694.444203,446566.653438, ,DMAP,
-83.0895621850353,30.4389691528362,318,YES,13,SPRING_RISE,YES,ALAPAHA RIVER RISE,ALAPAHA RIVER RISE SIP,ALAPAHA RISE,9669,DEP GWIS, , ,1, ,30 26 20.289,83 05 22.424,487361.91,714926.05,WGS84, ,
-81.575881725279,29.0812983988712,319,YES,16,SPRING_VENT,YES,ALEXANDER SPRING,ALEXANDER SPRING, ,DEP FGS-4,DEP FGS,Spring          Urban/Suburban, ,1, ,29 04 52.68292,81 34 33.18089,635558.430382,566193.780934,WGS84,DGPS,Alexander Spring
-82.6749773695596,29.8337095506212,320,YES,955,SPRING_VENT,YES,ALIAH SPRING,ALIAH SPRING, , ,SRWMD,"Spring type is estavelle.  SRWMD 070115;", ,Unknown, ,29 50 01.33417,82 40 29.90582,527864.360058,648107.834251, , ,
-83.2430696271861,30.162838176006,321,YES,25,SPRING_VENT,YES,ALLEN MILL POND SPRINGS,ALLEN MILL POND SPRINGS, ,DEP FGS-5,DEP FGS,Spring          Low Impact, ,3,ALLEN MILL POND CLUSTER,30 09 46.22782,83 14 35.05582,472820.281193,684179.93839,WGS84,DGPS,
-83.2429138120704,30.1628228597825,322,YES,4051,SPRING_VENT,YES,ALLEN MILL POND SPRINGS #2,ALLEN MILL POND #2, , ,SRWMD,"Spring type is estavelle.  SRWMD 070115;", ,Unknown,ALLEN MILL POND CLUSTER,30 09 46.14187,83 14 34.47638,472835.281568,684178.330369, , ,
-83.2423106997737,30.1625211497425,323,YES,4052,SPRING_VENT,YES,ALLEN MILL POND SPRINGS #3,ALLEN MILL POND #3, , ,SRWMD,"Spring type is estavelle.  SRWMD 070115;", ,Unknown,ALLEN MILL POND CLUSTER,30 09 45.05572,83 14 32.30517,472893.508897,684145.198512, , ,
-83.2416860919542,30.1624728703123,324,YES,4053,SPRING_VENT,YES,ALLEN MILL POND SPRINGS #4,ALLEN MILL POND #4, , ,SRWMD,"Spring type is estavelle.  SRWMD 070115;", ,Unknown,ALLEN MILL POND CLUSTER,30 09 44.88191,83 14 30.05658,472953.631545,684140.209081, , ,
-83.980413330449,30.3441309259409,325,YES,1019,SPRING_GENERAL,YES,ALLEN SPRING (JEFFERSON),JEF64991,"JEF64991; ALLEN SPRING; JEF64991 (JEFFERSON)",JEF64991,SRWMD - HORNSBY,"SRWMD Flows and Levels show Allen Spring alias is JEF64991; Located on Aucilla River", ,2,WACISSA GROUP,30 20 38.879,83 58 49.492,401881.14598,704078.438398,NAD83, ,Wacissa Spring Group
-82.5879740774756,28.8004480031524,326,YES,35,SPRING_VENT,YES,ALLIGATOR SPRING (CITRUS),ALLIGATOR SPRING, ,DEP FGS-6,DEP FGS,Spring     In the Parks alligator pen., ,Unknown,HOMOSASSA GROUP,28 48 01.61737,82 35 16.71295,537573.510295,533477.710808, , ,Homosassa Spring Group
-85.654797993813,30.6706643807225,327,CONDITIONAL,3309,SPRING_GENERAL,YES,UNNAMED SPRING (WASHINGTON) 3040140853917,UNNAMED SPRING, , ,DEP FGS BULLETIN 66, , ,Unknown, ,30 40 14.4,85 39 17.28,241560.650915,741377.570622,NAD83, ,
-85.6547754933698,30.670893547312,328,CONDITIONAL,3679,SPRING_GENERAL,YES,UNNAMED SPRING (WASHINGTON) 304015085391701,UNNAMED-304015085391701, ,304015085391701,NWFWMD HOLMES CREEK REPORT, , ,Unknown, ,30 40 15.225,85 39 17.199,241563.146286,741402.967619,NAD83, ,
-85.649747987908,30.6746310654336,329,CONDITIONAL,3361,SPRING_GENERAL,YES,UNNAMED SPRING (WASHINGTON) 30402080853859,UNNAMED SPRING, , ,DEP FGS BULLETIN 66, , ,Unknown, ,30 40 28.68,85 38 59.1,242050.025173,741811.193215,NAD83, ,
-85.6527313241737,30.6729143873116,330,CONDITIONAL,3356,SPRING_GENERAL,YES,UNNAMED SPRING (WASHINGTON) 3040220853909,UNNAMED SPRING, , ,DEP FGS BULLETIN 66, , ,Unknown, ,30 40 22.5,85 39 09.84,241761.859176,741624.553846,NAD83, ,
-85.6529107693364,30.6731146645792,331,CONDITIONAL,3678,SPRING_GENERAL,YES,UNNAMED SPRING (WASHINGTON) 304023085391001,UNNAMED-304023085391001, ,304023085391001,NWFWMD HOLMES CREEK REPORT, , ,Unknown, ,30 40 23.221,85 39 10.486,241744.977444,741647.004697,NAD83, ,
-85.6512849339482,30.673679393613,332,CONDITIONAL,3683,SPRING_GENERAL,YES,UNNAMED SPRING (WASHINGTON) 304025085390401,UNNAMED-304025085390401, ,304025085390401,NWFWMD HOLMES CREEK REPORT, , ,Unknown, ,30 40 25.254,85 39 04.633,241901.469877,741707.575454,NAD83, ,
-83.2272044811216,30.1256383981998,333,YES,3366,KARST_WINDOW,NO,EGG SINK,EGG SINK, , ,SRWMD,"Spring type is estavelle.  SJRWMD 070115;", ,Unknown,LAFAYETTE BLUE/GREEN SINK CAVE SYSTEM,30 07 32.27784,83 13 37.92281,474372.439936,680060.379656, , ,
-85.6496979884095,30.6740977326496,334,CONDITIONAL,3360,SPRING_GENERAL,YES,UNNAMED SPRING (WASHINGTON) 3040260853858,UNNAMED SPRING, , ,DEP FGS BULLETIN 66, , ,Unknown, ,30 40 26.76,85 38 58.92,242054.020294,741751.956329,NAD83, ,
-85.6502979886091,30.673997730673,335,CONDITIONAL,3358,SPRING_GENERAL,YES,UNNAMED SPRING (WASHINGTON) 3040260853901,UNNAMED SPRING, , ,DEP FGS BULLETIN 66, , ,Unknown, ,30 40 26.4,85 39 01.08,241996.42977,741741.629775,NAD83, ,
-85.6504724333649,30.6743632850025,336,CONDITIONAL,3676,SPRING_GENERAL,YES,UNNAMED SPRING (WASHINGTON) 304027085380101,UNNAMED-304027085380101, ,304027085380101,NWFWMD HOLMES CREEK REPORT, , ,Unknown, ,30 40 27.716,85 39 01.708,241980.27191,741782.411293,NAD83, ,
-85.6479979873292,30.6742977403531,337,CONDITIONAL,3359,SPRING_GENERAL,YES,UNNAMED SPRING (WASHINGTON) 3040270853852,UNNAMED SPRING, , ,DEP FGS BULLETIN 66, , ,Unknown, ,30 40 27.48,85 38 52.8,242217.069306,741771.970657,NAD83, ,
-85.6488027097181,30.6743091256738,338,CONDITIONAL,3672,SPRING_GENERAL,YES,UNNAMED SPRING (WASHINGTON) 304027085385501,UNNAMED-304027085385501, ,304027085385501,NWFWMD HOLMES CREEK REPORT, , ,Unknown, ,30 40 27.521,85 38 55.697,242140.044873,741774.263772,NAD83, ,
-85.6487035428076,30.6742127369488,339,CONDITIONAL,3673,SPRING_GENERAL,YES,UNNAMED SPRING (WASHINGTON) 304027085385502,UNNAMED-304027085385502, ,304027085385502,NWFWMD HOLMES CREEK REPORT, , ,Unknown, ,30 40 27.174,85 38 55.34,242149.395751,741763.44261,NAD83, ,
-85.6509804887874,30.6743632828273,340,CONDITIONAL,3685,SPRING_GENERAL,YES,UNNAMED SPRING (WASHINGTON) 304027085390301,UNNAMED-304027085390301, ,304027085390301,NWFWMD HOLMES CREEK REPORT, , ,Unknown, ,30 40 27.716,85 39 03.537,241931.632465,741783.062196,NAD83, ,
-85.6479146534417,30.674964406805,341,CONDITIONAL,3363,SPRING_GENERAL,YES,UNNAMED SPRING (WASHINGTON) 3040290853852,UNNAMED SPRING, , ,DEP FGS BULLETIN 66, , ,Unknown, ,30 40 29.88,85 38 52.5,242226.035896,741845.830156,NAD83, ,
-85.6488274317842,30.6749838465838,342,CONDITIONAL,3669,SPRING_GENERAL,YES,UNNAMED SPRING (WASHINGTON) 304029085385501,UNNAMED-304029085385501, ,304029085385501,NWFWMD HOLMES CREEK REPORT, , ,Unknown, ,30 40 29.95,85 38 55.786,242138.679095,741849.155241,NAD83, ,
-85.6488040985785,30.6749580137651,343,CONDITIONAL,3670,SPRING_GENERAL,YES,UNNAMED SPRING (WASHINGTON) 304029085385502,UNNAMED-304029085385502, ,304029085385502,NWFWMD HOLMES CREEK REPORT, , ,Unknown, ,30 40 29.857,85 38 55.702,242140.874607,741846.259198,NAD83, ,
-85.6486204877645,30.6749546810098,344,CONDITIONAL,3671,SPRING_GENERAL,YES,UNNAMED SPRING (WASHINGTON) 304029085385503,UNNAMED-304029085385503, ,304029085385503,NWFWMD HOLMES CREEK REPORT, , ,Unknown, ,30 40 29.845,85 38 55.041,242158.447847,741845.65442,NAD83, ,
-85.6498132657607,30.6748616203913,345,CONDITIONAL,3674,SPRING_GENERAL,YES,UNNAMED SPRING (WASHINGTON) 304029085385901,UNNAMED-304029085385901, ,304029085385901,NWFWMD HOLMES CREEK REPORT, , ,Unknown, ,30 40 29.51,85 38 59.335,242044.117989,741836.856729,NAD83, ,
-85.6499682656081,30.6747732866924,346,CONDITIONAL,3675,SPRING_GENERAL,YES,UNNAMED SPRING (WASHINGTON) 304029085385902,UNNAMED-304029085385902, ,304029085385902,NWFWMD HOLMES CREEK REPORT, , ,Unknown, ,30 40 29.192,85 38 59.893,242029.147759,741827.254705,NAD83, ,
-85.6477979868746,30.6749977406485,347,CONDITIONAL,3362,SPRING_GENERAL,YES,UNNAMED SPRING (WASHINGTON) 3040300853852,UNNAMED SPRING, , ,DEP FGS BULLETIN 66, , ,Unknown, ,30 40 30,85 38 52.08,242237.254515,741849.379251,NAD83, ,
-85.6476979864044,30.6752977404451,348,CONDITIONAL,3364,SPRING_GENERAL,YES,UNNAMED SPRING (WASHINGTON) 3040310853851,UNNAMED SPRING, , ,DEP FGS BULLETIN 66, , ,Unknown, ,30 40 31.08,85 38 51.72,242247.272893,741882.536092,NAD83, ,
-85.6474646531885,30.6755977406935,349,CONDITIONAL,3365,SPRING_GENERAL,YES,UNNAMED SPRING (WASHINGTON) 3040320853850,UNNAMED SPRING, , ,DEP FGS BULLETIN 66, , ,Unknown, ,30 40 32.16,85 38 51.88,242270.055937,741915.522446,NAD83, ,
-85.6475979864147,30.6755977402272,350,CONDITIONAL,3367,SPRING_GENERAL,YES,UNNAMED SPRING (WASHINGTON) 3040320853851,UNNAMED SPRING, , ,DEP FGS BULLETIN 66, , ,Unknown, ,30 40 32.16,85 38 51.36,242257.291218,741915.692935,NAD83, ,
-85.645897983559,30.6775310793309,351,CONDITIONAL,3368,SPRING_GENERAL,YES,UNNAMED SPRING (WASHINGTON) 3040390853845,UNNAMED SPRING, , ,DEP FGS BULLETIN 66, , ,Unknown, ,30 40 39.12,85 38 45.24,242422.904663,742128.021614,NAD83, ,
-83.8538117985119,30.2807622028714,352,CONDITIONAL,2286,SPRING_VENT,YES,WALKER SPRING (JEFFERSON),WALKER SPRING, ,WLK010C1,SRWMD - HORNSBY,"Spring type is exsurgence. SRWMD 070115;", ,3, ,30 16 50.752,83 51 13.727,414048.56465,697053.520199,NAD83, ,
-85.5284637114524,30.475942170275,353,CONDITIONAL,2289,SPRING_GENERAL,YES,WALSINGHAM SPRING,WALSINGHAM SPRING, ,302832085314300,USGS, , ,3, ,30 28 32,85 31 43,253388.117797,719615.30675,NAD27, ,
-84.9187185025997,30.4170578051791,354,CONDITIONAL,2372,SPRING_GENERAL,YES,WHITE SPRINGS (LIBERTY),"WHITE SPRINGS NR BRISTOL, FL", ,302500084550800,USGS, , ,3, ,30 25 00,84 55 08,311825.407085,712500.321379,NAD27, ,
-87.1116700002639,30.371130000285,355,CONDITIONAL,2404,SPRING_GENERAL,YES,WOODBINE SPRING,21FLKWAT113WOODBINE SPR, ,21FLKWAT113WOODBINE SPR,IWR - WITHOUT WBID, , ,Unknown, ,30 22 16.068,87 06 42.012,101255.816122,710844.143965, , ,
-83.6242365691471,30.1240814621341,356,CONDITIONAL,2405,SPRING_RISE,YES,WOODS CREEK RISE,WOODS CK RISE, ,WCR010C1,SRWMD - HORNSBY, , ,2, ,30 07 26.702,83 37 27.257,436163.498798,679709.61754,NAD83, ,
-81.8062715625317,27.5039646386545,357,CONDITIONAL,2416,SPRING_GENERAL,NO,ZOLFO SPRINGS,SPRINGS AT BOAT RAMP AT ZOLFO SPRINGS FL, ,273012081482400,USGS, , ,Never Flowing, ,27 30 12,81 48 24,616289.31202,390634.072546,NAD27, ,
-82.6365914459109,28.9052334630617,358,YES,422,SPRING_GENERAL,YES,CRYSTAL RIVER SPRINGS GROUP (CITRUS),CRYSTAL RIVER SPRINGS GROUP,KINGS BAY SPRINGS GROUP,285417082381300,USGS,Station is 1st Magnitude Crystal River Springs Group listed in Springs of Florida Bulletin 31 Rosenau et al. 1977, ,1,KINGS BAY GROUP,28 54 17,82 38 13,532708.266906,545060.285617,NAD27, ,Crystal River (Including Kings Bay Spring Group)
-82.592573111008,28.8906931661157,359,YES,3965,SPRING_GENERAL,YES,MANATEE SANCTUARY SPRING COMPLEX,HAMMETT 8/MANATEE SANCTUARY/GATOR HOLE/MAGNOLIA SPRING/CRYSTAL SPRING,CRYSTAL SPRING, ,SWFWMD - VHB,"Complex has approx 13 vents; along fracture in bowl shape; discharge is high", ,2, ,28 53 26.5,82 35 33.27,537011.066076,543493.816715,NAD83, ,
-83.1489527779399,30.4104305551599,360,YES,4264,KARST_WINDOW,NO,Bernice Sink,Bernice Sink, , ,SRWMD,Estavelle, ,Unknown,STEVENSON SPRING - LINE EATER CAVE,30 24 38,83 08 56,481684.981816,711718.243853,NAD83, ,
-82.593056000438,28.6916669990998,361,YES,4176,SPRING_GENERAL,YES,BETEEJAY HEAD SPRING,BEETEJAY HEAD SPRING,"BETEEJAY SPRING; BETTEEJAY SPRING",284130082350000,USGS,Yobbi_1992 Effects of tidal stage and ground-water levels.pdf, ,3,STORCH CLUSTER,28 41 30,82 35 35,537216.229043,521392.335912, , ,
-82.5915013766048,28.6903859210999,362,YES,4103,SPRING_VENT,YES,BETEEJAY SPRING,BETEE JAY SPRING,"BETEEJAY SPRING; BETTEEJAY SPRING",42603,DEP GWMS, , ,3,STORCH CLUSTER,28 41 25.3936,82 35 29.4112,537369.466476,521251.80689,WGS84,DGPS,
-82.8399548721726,29.9147731801554,363,YES,116,SPRING_VENT,YES,BETTY SPRING,BETTY SPRING,BETTY SPRINGS,DEP FGS-27,DEP FGS, , ,3, ,29 54 53.19652,82 50 23.84185,511859.918172,656946.231169,WGS84,DGPS,
-82.7195053821145,29.8535980734578,364,YES,1786,SPRING_VENT,YES,BIG AWESOME,BIG AWESOME, , ,SRWMD,"Spring type is estavelle.  SRWMD 070115;", ,Unknown,SIPHON CREEK CAVE SYSTEM,29 51 12.93284,82 43 10.20662,523544.648086,650270.260667, , ,
-83.1560295510348,30.383925142183,365,YES,1826,KARST_WINDOW,YES,BIG BAMBOO,BIG BAMBOO, , ,SRWMD,"Spring type is estavelle.  SRWMD 070115;", ,Unknown,CATHEDRAL CANYON CAVE SYSTEM,30 23 02.10989,83 09 21.69310,481025.88375,708772.052465, , ,
-82.5942675711068,28.8818542784855,366,YES,4012,SPRING_GENERAL,YES,TARPON HOLE SPRINGS COMPLEX,HAMMETT 2/TARPON HOLE/BIG HOLE/CRYSTAL SPRING,"KING SPRING; TARPON HOLE; BIG HOLE; CRYSTAL SPRING", ,SWFWMD - VHB,"Spring vent is in middle of three large vent systems; fractures and small holes on bottom; discharge high", ,2,KINGS BAY GROUP,28 52 54.68,82 35 39.37,536857.309072,542510.432103,NAD83, ,Crystal River (Including Kings Bay Spring Group)
-82.6549289584251,28.4462178903553,367,YES,3763,SPRING_GENERAL,YES,827-238-A (HERNANDO),827-238-A (HERNANDO),"Unnamed Spring No 2; 827-238-A",827-238-A,DEP FGS BULLETIN 39,"This site was found in page 30 of Bull 39; page 151 of Bull31 Rosenau; this spring and other streams form the headwaters for Indian Creek (Hernando)", ,4,PANASOFFKEE CLUSTER,28 26 46.39,82 39 17.75,531479.457072,494068.144383,NAD83, ,
-82.0876887944593,28.8596971707595,368,YES,2,SPRING_GENERAL,YES,A. WAYNE LEE SPRING,A. WAYNE LEE SPRING, ,23164,SWFWMD - DEWITT, ,NONTIDAL,Unknown, ,28 51 34.914,82 05 15.71,586210.815162,540713.661776,NAD83,DPHO,
-82.0514758952354,29.2149740180886,369,YES,4042,SPRING_VENT,YES,ABYSS SPRING,SILVER SPRINGS RECEP HALL ABYSS AT SILVER SPGS DEP,"ABYSS AT RECEPTION HALL; THE ABYSS",291253082030600,USGS NWIS WEB,USGS and DEP sampled this as a spring for water quality and biology and USGS pub describes it as one of the major springs at Silver Springs OFR_2006-1107, ,Unknown,SILVER SPRINGS GROUP,29 12 53,82 03 06,589113.372059,580216.485058,NAD27, ,
-82.2293525542615,28.9602258073086,370,YES,3596,SPRING_VENT,YES,ALLIGATOR SPRING (SUMTER),ALLIGATOR SPRING (GUM SPRING 01A), ,23192,SWFWMD - DEWITT,Station is on the boundary of Marion and Sumter County,NONTIDAL,Unknown,GUM SLOUGH CLUSTER,28 57 36.817,82 13 45.676,572257.036208,551670.264793,NAD83, ,
-83.1897247953247,30.3534067242588,371,YES,41,SPRING_VENT,YES,ANDERSON SPRING,ANDERSON SPRING, ,DEP FGS-7,DEP FGS,Spring, ,2, ,30 21 12.27474,83 11 23.01403,477813.254696,705363.405799, , ,
-81.6806688889752,28.5666013882573,372,YES,2656,SPRING_VENT,YES,APOPKA SPRING,APOPKA SPRING SIPQ,APOPKA SPRING,6989,DEP GWIS, , ,2, ,28 33 59.765,81 40 50.408,626452.172809,508850.042182,NAD83/HARN/HPGN,DGPS,
-83.134672901772,30.3589120315983,373,YES,1359,KARST_WINDOW,NO,AQUARIUS SINK,AQUARIUS SINK, , ,SRWMD,"Spring type is estavelle.  SRWMD 070115;", ,Unknown,CATHEDRAL CANYON CAVE SYSTEM,30 21 32.06271,83 08 04.80918,483095.688223,706010.309154, , ,
-82.6587814802018,28.4385296693451,374,YES,51,SPRING_VENT,YES,ARIPEKA SPRING #1,ARIPEKA SPRING #1, ,DEP FGS-9,DEP FGS,Spring     Tidally influenced.  Discharge estimated by SWFWMD.,TIDAL,3,ARIPEKA CLUSTER,28 26 18.71084,82 39 31.62071,531112.177866,493210.266192,WGS84,DGPS,
-82.6589301764152,28.4352938069753,375,YES,53,SPRING_VENT,YES,ARIPEKA SPRING #2,ARIPEKA SPRING #2, ,DEP FGS-10,DEP FGS,Spring     Tidally influenced.  Discharge estimated by SWFWMD.,TIDAL,3,ARIPEKA CLUSTER,28 26 07.06175,82 39 32.15603,531101.550568,492850.765715,WGS84,DGPS,
-81.4969393215456,28.8882035714147,376,YES,3423,SPRING_GENERAL,YES,BLACKWATER MINOR #1,BLACKWATER MINOR #1, , ,DEP FGS BULLETIN 66, , ,Unknown, ,28 53 17.54,81 29 48.99,643663.673198,544908.512401,NAD83, ,
-81.4972615467498,28.8884146826087,377,YES,3424,SPRING_GENERAL,YES,BLACKWATER MINOR #2,BLACKWATER MINOR #2, , ,DEP FGS BULLETIN 66, , ,Unknown, ,28 53 18.3,81 29 50.15,643631.834291,544931.314975,NAD83, ,
-81.4977754382526,28.8883313495098,378,YES,3425,SPRING_GENERAL,YES,BLACKWATER MINOR #3,BLACKWATER MINOR #3, , ,DEP FGS BULLETIN 66, , ,Unknown, ,28 53 18,81 29 52,643582.00361,544921.047522,NAD83, ,
-81.4979421040732,28.8881341282004,379,YES,3426,SPRING_GENERAL,YES,BLACKWATER MINOR #4,BLACKWATER MINOR #4, , ,DEP FGS BULLETIN 66, , ,Unknown, ,28 53 17.29,81 29 52.6,643566.22585,544898.821183,NAD83, ,
-81.4974518456893,28.8880884295166,380,YES,140,SPRING_VENT,YES,BLACKWATER SPRINGS,BLACKWATER SPRINGS, ,DEP FGS-33,DEP FGS,Spring     6 more smaller spring pools/boils to the west, ,3, ,28 53 17.12548,81 29 50.83508,643614.047172,544894.715752,WGS84,DGPS,
-82.596453752019,28.636059983269,381,YES,3447,SPRING_VENT,YES,BLIND CREEK UNNAMED SPRING,BLIND CREEK UNNAMED SPRING, , ,DEP FGS BULLETIN 66, , ,Unknown, ,28 38 09.82,82 35 47.24,536955.154039,515213.546457,NAD83, ,
-82.6346151463666,28.6578659678066,382,YES,143,SPRING_RISE,YES,BLIND SPRING,BLIND SPRING, ,DEP FGS-34,DEP FGS,River Rise, ,2, ,28 39 28.32178,82 38 04.62095,533204.784953,517593.250286,WGS84,DGPS,
-81.4406431252359,28.8751025757833,383,YES,144,SPRING_VENT,YES,BLUE ALGAE BOIL SPRING,BLUE ALGAE BOIL SPRING, ,DEP FGS-35,DEP FGS,Spring     Blue-green algae denotes the name., ,5, ,28 52 30.37652,81 26 26.32506,649173.314301,543566.436009,WGS84,DGPS,
-82.4863277772704,29.3878249998537,384,YES,155,KARST_WINDOW,YES,BLUE GROTTO SPRING (LEVY),BLUE GROTTO SPRING, ,292316082291001,SWFWMD, , ,Unknown,GULF HAMMOCK CLUSTER,29 23 16.17,82 29 10.78,546675.798652,598815.866999,NAD83/HARN/HPGN, ,
-82.5930559997366,28.6919439989654,385,YES,4177,SPRING_GENERAL,YES,BETEEJAY LOWER SPRING,BETEEJAY LOWER SPRING,"BETEEJAY SPRING; BETTEEJAY SPRING",284131082350000,USGS,Yobbi_1992 Effects of tidal stage and ground-water levels.pdf, ,3,STORCH CLUSTER,28 41 31,82 35 35,537215.878074,521423.095926, , ,
-82.0498842595071,29.2152493155831,386,YES,151,SPRING_VENT,YES,BLUE GROTTO SPRING (MARION),BLUE GROTTO SPRING,BLUE GROTTO,DEP FGS-36,DEP FGS,Spring          Urban/Suburban, ,1,SILVER SPRINGS GROUP,29 12 54.9059,82 02 59.59133,589267.351466,580249.492857,WGS84,DGPS,
-83.7445740413654,29.9723773617416,387,CONDITIONAL,2075,SPRING_GENERAL,YES,TAY77043 (TAYLOR),TAY77043, ,TAY77043,SRWMD - HORNSBY, , ,2, ,29 58 20.567,83 44 40.472,424617.113371,662840.23486,NAD83, ,
-83.7448879296912,29.9720404163322,388,CONDITIONAL,2076,SPRING_GENERAL,YES,TAY77044 (TAYLOR),TAY77044, ,TAY77044,SRWMD - HORNSBY, , ,4, ,29 58 19.354,83 44 41.602,424586.939263,662802.768533,NAD83, ,
-82.5965425453583,28.8989015000111,389,YES,3977,SPRING_GENERAL,YES,BIRDS UNDERWATER SPRING,HAMMETT 24/BIRDS UNDERWATER SPRING, , ,SWFWMD - VHB,Near Bird's Underwater Tours Shop, ,4, ,28 53 56.05,82 35 47.56,536614.289658,544400.895405,NAD83, ,
-82.9479979728765,29.6748068963257,390,YES,2184,KARST_WINDOW,YES,BLACK LAGOON,BLACK LAGOON, , ,SRWMD,"Spring type is estavelle.  SRWMD 070115;", ,Unknown,HART SPRINGS CAVE CLUSTER,29 40 29.28478,82 56 52.77973,501669.158873,630213.107964, , ,
-85.2944632984018,30.6987207621241,391,YES,133,SPRING_VENT,YES,BLACK SPRING (JACKSON),BLACK SPRING (JACKSON),BLACK HOLE,DEP FGS-31,DEP FGS,Spring          Low Impact, ,2, ,30 41 55.40302,85 17 40.07576,276092.286668,744077.918787,WGS84,DPHO,
-82.5990699996409,28.8773688876648,392,YES,4102,SPRING_VENT,YES,BLACK SPRINGS (CITRUS),BLACK SPRINGS (CITRUS), ,43039,DEP GWMS,"Complex is multiple fractures in limestone; discharge volume moderate; Location correction by Gary Maddox", ,3,KINGS BAY GROUP,28 52 38.528,82 35 56.652,536395.439864,542007.036047,WGS84,DGPS,Crystal River (Including Kings Bay Spring Group)
-82.7584378150145,29.9805261350414,393,YES,159,SPRING_VENT,YES,BLUE HOLE SPRING (COLUMBIA),BLUE HOLE SPRING (COLUMBIA),"JUG HOLE SPRING; BLUE HOLE SPRING VENT; BLUE HOLE",DEP FGS-38,DEP FGS,Spring          Low Impact, ,1,ICHETUCKNEE GROUP,29 58 49.90703,82 45 30.37914,519646.634464,664321.643972,WGS84,DGPS,Ichetucknee Spring Group
-85.2448934198037,30.8201431575008,394,YES,168,SPRING_VENT,YES,BLUE HOLE SPRING (JACKSON),BLUE HOLE SPRING (JACKSON),"BLUE HOLE; FL CAVERNS SPRING",DEP FGS-37,DEP FGS,Spring          Urban/Suburban, ,2, ,30 49 12.52348,85 14 41.62272,280973.017372,757500.426538,WGS84,DGPS,
-82.6014329810883,28.6868050271888,395,YES,3644,SPRING_VENT,YES,BLUE RUN SPRING (HERNANDO),BLUE RUN,UNNAMED SPRING NO. 12,2.8411108236e+014,SWFWMD - DEWITT, ,TIDAL,3,STORCH CLUSTER,28 41 12.5024,82 36 05.165,536405.398787,520843.134365,NAD83, ,
-85.8484269686937,30.5144310989262,396,YES,3919,SPRING_GENERAL,YES,BLUE RUN SPRING (WASHINGTON),BLUE RUN SPRING, , ,NWFWMD, , ,3, ,30 30 51.96168,85 50 54.34368,222763.019575,724306.30428,NAD83, ,
-82.8084414937716,30.3356879771125,397,YES,182,SPRING_VENT,YES,BLUE SINK SPRING (SUWANNEE),BLUE SINK SPRING,BLUE SINK,DEP FGS-40,DEP FGS,Spring, ,2, ,30 20 08.48569,82 48 30.39404,514447.123468,703694.190953,WGS84,DGPS,
-83.0137555550556,30.4222944431818,398,YES,4054,SPRING_GENERAL,YES,BLUE SPRING (SUWANNEE),"SUW1017972 (SUWANNEE); SUW1017972","SUW1017972; BLUE SPRING",46492,DEP GWMS,"Spring is head of 400 ft run called Guinea Creek on south side of Suwannee River; Sheriffs Boys Ranch property, Alternative location from GM State List 302522.003 830053.935; Spring was not flowing on visit May 17-19, 2011 per G Maddox", ,3, ,30 25 20.26,83 00 49.52,494650.656752,713131.518548,WGS84,DGPS,
-85.2443123043254,30.9882314597524,399,YES,3881,SPRING_GENERAL,YES,BUD MATHIS SPRING,BUD MATHIS SPRING, , ,NWFWMD, , ,Unknown, ,30 59 17.637,85 14 39.5268,281216.738376,776146.472879,NAD83, ,
-82.5904698605468,28.6334858258348,400,YES,3652,SPRING_VENT,YES,BUFORD HEAD SPRING (HERNANDO),BUFORD SPRING (HERNANDO-CHASS SWAMP),BEAUFORD SPRING,766280,SWFWMD - DEWITT, , ,Unknown, ,28 38 00.553,82 35 25.698,537542.292007,514934.352314,NAD83, ,
-85.3029700298111,30.704275475301,401,YES,3891,SPRING_GENERAL,YES,DOUBLE SPRING (JACKSON),DOUBLE SPRING,DOUBLE SPRING, ,NWFWMD, , ,2, ,30 42 15.39972,85 18 10.69992,275284.553658,744702.793769,NAD83, ,
-85.8232160155267,30.6124490951335,402,YES,509,SPRING_VENT,YES,DRINKING SPRING,DRINKING SPRING, ,DEP FGS-103,DEP FGS,Spring, ,Unknown, ,30 36 44.8267,85 49 23.58433,225341.011947,735146.001683,WGS84,DGPS,
